Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,0.827518939971924,1.2721574306488,1.27696180343628,1.30082452297211,1.32062613964081,1.3451269865036,1.33295929431915,1.30731344223022,1.30329477787018,1.29579281806946,1.25169777870178,1.24600279331207
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.820498704910278,1.23113608360291,1.15520167350769,1.14977180957794,1.15749871730804,0.920139789581299,1.43199229240417,1.60313296318054,1.53232991695404,1.59396719932556,1.22577154636383,1.32065200805664
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.646408021450043,0.647158563137054,0.609900176525116,0.558542966842651,0.519724249839783,0.452112823724747,0.411175727844238,0.377073585987091,0.37904480099678,0.482812076807022,0.486372917890549,0.486447870731354,0.47861322760582,0.487256675958633,0.492168247699738,-0.0872376337647438,0.210274502635002
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,RQ.EST,0.761232972145081,0.770510256290436,0.744381725788116,0.677507281303406,0.652862966060638,0.546083927154541,0.557837188243866,0.531248569488525,0.508625030517578,0.622791469097137,0.63430780172348,0.627760708332062,0.622798085212708,0.604037165641785,0.608201146125793,0.514909625053406,0.530259847640991
Antigua and Barbuda,ATG,Rule of Law: Estimate,RL.EST,1.00533103942871,1.04715549945831,1.00836563110352,1.0182363986969,1.00072574615479,0.913062810897827,0.671547710895538,0.944488704204559,0.934337437152863,0.965635716915131,1.00105381011963,0.985239565372467,0.968259215354919,0.979734659194946,0.871766090393066,-0.194417059421539,0.208643347024918
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,VA.EST,0.290439575910568,0.294926524162292,0.352616548538208,0.301208466291428,0.272729307413101,0.561779499053955,0.546930909156799,0.656892240047455,0.568174481391907,0.601648390293121,0.59973806142807,0.512488663196564,0.525426745414734,0.664564609527588,0.653573870658875,0.618496537208557,0.685896039009094
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,0.901485562324524,0.920661449432373,0.913627624511719,0.845043122768402,0.83345639705658,0.836438059806824,0.761800825595856,1.13639795780182,1.17674541473389,1.32062613964081,1.3451269865036,1.33295929431915,1.30731344223022,1.30329477787018,1.29579281806946,0.677269577980042,0.667171657085419
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.644520223140717,0.649721443653107,0.641384184360504,0.715480327606201,0.850861430168152,1.14602816104889,0.850074529647827,0.837200462818146,0.829686284065247,0.841865301132202,0.745509147644043,0.928864419460297,0.976456701755524,0.993766605854034,0.976155757904053,1.00855755805969,1.06671464443207
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,0.266820967197418,0.383088111877441,0.0565367639064789,-0.259911209344864,-0.00398270133882761,-0.0167533122003078,-0.0898421332240105,0.00553351966664195,0.003745396155864,-0.12940089404583,-0.31913161277771,-0.18449193239212,-0.135370030999184,-0.251429438591003,-0.295395195484161,-0.182457104325294,-0.0870741456747055
Argentina,ARG,Regulatory Quality: Estimate,RQ.EST,0.622269988059998,0.589984714984894,0.285206466913223,-0.937639594078064,-0.719316482543945,-0.695105373859406,-0.567384302616119,-0.629918456077576,-0.661303281784058,-0.735822916030884,-0.843544065952301,-0.759219646453857,-0.72009152173996,-0.940479457378387,-0.965263545513153,-1.07903861999512,-0.956594407558441
Argentina,ARG,Rule of Law: Estimate,RL.EST,0.0271887071430683,-0.0606804378330708,-0.193353563547134,-0.816054284572601,-0.815103113651276,-0.8260697722435,-0.580531120300293,-0.594719469547272,-0.627499163150787,-0.701418995857239,-0.705094456672668,-0.619469046592712,-0.58872127532959,-0.708002030849457,-0.73261684179306,-0.904772996902466,-0.803722202777863
Argentina,ARG,Voice and Accountability: Estimate,VA.EST,0.296708047389984,0.170561775565147,0.312766224145889,0.163312509655952,0.327524274587631,0.33696123957634,0.242044776678085,0.355121731758118,0.40688768029213,0.307661294937134,0.24636147916317,0.331107258796692,0.316161960363388,0.263155698776245,0.241264969110489,0.302791208028793,0.334655404090881
Argentina,ARG,Control of Corruption: Estimate,CC.EST,-0.212720826268196,-0.184158459305763,-0.338057339191437,-0.513885915279388,-0.52242648601532,-0.454004108905792,-0.429173797369003,-0.372614622116089,-0.374621480703354,-0.47384849190712,-0.502850949764252,-0.412648111581802,-0.402074337005615,-0.491771787405014,-0.462756901979446,-0.580717980861664,-0.586866021156311
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0222868379205465,-0.182187438011169,0.0472116768360138,-0.857224583625793,-0.380482077598572,-0.570739090442657,-0.0147495791316032,0.0163212828338146,0.121317923069,-0.0737592279911041,-0.235124498605728,-0.0879808068275452,0.138181433081627,0.083812840282917,0.045392919331789,-0.0140531295910478,-0.0656856372952461
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.408391714096069,-0.543701469898224,-0.571386516094208,-0.172468543052673,-0.255260437726974,-0.143876671791077,-0.133567035198212,-0.215706393122673,-0.358076840639114,-0.167967289686203,-0.0204799324274063,-0.16559362411499,-0.104969576001167,-0.0249581970274448,0.0925910025835037,-0.169242277741432,-0.135414749383926
Armenia,ARM,Regulatory Quality: Estimate,RQ.EST,-0.347590237855911,-0.107177190482616,-0.134898632764816,0.00687575526535511,0.175384849309921,0.132033318281174,0.0775042325258255,0.275941282510757,0.261197119951248,0.313391417264938,0.281355351209641,0.300104826688766,0.263607621192932,0.343865901231766,0.245283395051956,0.217312693595886,0.248900607228279
Armenia,ARM,Rule of Law: Estimate,RL.EST,-0.491863936185837,-0.35540384054184,-0.460561692714691,-0.379241764545441,-0.3254055082798,-0.44640851020813,-0.367118567228317,-0.502253651618958,-0.463572382926941,-0.29174542427063,-0.448822945356369,-0.467559486627579,-0.427918821573257,-0.393926560878754,-0.316483944654465,-0.32119008898735,-0.343095302581787
Armenia,ARM,Voice and Accountability: Estimate,VA.EST,-0.734452188014984,-0.382698684930801,-0.413838744163513,-0.487406432628632,-0.503075420856476,-0.571855425834656,-0.595185577869415,-0.746821761131287,-0.764123499393463,-0.851386845111847,-0.883349061012268,-0.845390260219574,-0.68114709854126,-0.577431797981262,-0.599570572376251,-0.55060738325119,-0.536519169807434
Armenia,ARM,Control of Corruption: Estimate,CC.EST,-0.472677022218704,-0.737066268920898,-0.65157276391983,-0.649847686290741,-0.553991496562958,-0.606664836406708,-0.632704377174377,-0.589589774608612,-0.67646586894989,-0.634649097919464,-0.556270301342011,-0.649709761142731,-0.595814168453217,-0.523122131824493,-0.461841315031052,-0.440863400697708,-0.451385140419006
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.519712686538696,-0.76106995344162,-0.802056193351746,-0.360676169395447,0.204992428421974,-0.122763134539127,-0.0629430115222931,-0.279721230268478,0.109021537005901,-0.0170543026179075,0.229834169149399,0.0264665242284536,-0.0896388441324234,0.114762343466282,0.0683936774730682,-0.296595066785812,-0.291858524084091
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,1.18528854846954,1.25248193740845,1.25472354888916,1.23839020729065,1.27124798297882,1.47038447856903,1.22796154022217,1.21842193603516,1.24273955821991,1.21735429763794,0.861660242080688,0.859493255615234
Aruba,ABW,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,0.729954719543457,0.853267371654511,0.845231652259827,0.858788073062897,0.875674486160278,1.30678641796112,1.36753165721893,1.35214018821716,1.43426489830017,1.45279514789581,1.30358695983887,1.38416814804077
Aruba,ABW,Rule of Law: Estimate,RL.EST,..,..,..,..,..,0.927726089954376,0.881581604480743,0.864890575408936,0.884485006332397,0.888457298278809,1.41960382461548,1.42051017284393,1.33698761463165,1.32961106300354,1.31338286399841,1.07860994338989,1.288703083992
Aruba,ABW,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,0.699557542800903,1.12147045135498,1.04363095760345,1.00703954696655,1.0041708946228,1.22862446308136,1.25678694248199,1.25745248794556,1.26780152320862,1.25753593444824,1.24101555347443,1.23131573200226
Aruba,ABW,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,1.14748227596283,1.2721574306488,1.27696180343628,1.30082452297211,1.32062613964081,1.11448347568512,1.13310062885284,1.11886847019196,1.11929178237915,1.13776504993439,1.02669537067413,1.31030535697937
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,1.02541160583496,1.41388881206512,1.3533673286438,1.34206533432007,1.35808801651001,1.13880920410156,1.11649715900421,1.30410194396973,1.29683065414429,1.34110522270203,1.20074355602264,1.25978648662567
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.6592903137207,1.60400700569153,1.76605594158173,1.69717836380005,1.8148295879364,2.03884506225586,1.76583278179169,1.75716578960419,1.82560563087463,1.78328251838684,1.69807267189026,1.7691251039505,1.69871628284454,1.62436270713806,1.63668131828308,1.590540766716,1.5582971572876
Australia,AUS,Regulatory Quality: Estimate,RQ.EST,1.23355209827423,1.42726182937622,1.59701383113861,1.44424796104431,1.58403170108795,1.73693668842316,1.6028847694397,1.62243556976318,1.67935883998871,1.76275777816772,1.82128393650055,1.69194686412811,1.85264754295349,1.77936196327209,1.79720675945282,1.86973929405212,1.79583930969238
Australia,AUS,Rule of Law: Estimate,RL.EST,1.66841375827789,1.75303089618683,1.69601774215698,1.75491344928741,1.83788216114044,1.8141223192215,1.71169972419739,1.7499383687973,1.73797404766083,1.7537807226181,1.73194074630737,1.76320266723633,1.74171948432922,1.75684928894043,1.76485133171082,1.92745935916901,1.82411885261536
Australia,AUS,Voice and Accountability: Estimate,VA.EST,1.46182084083557,1.43563795089722,1.5147647857666,1.423060297966,1.43471789360046,1.52232897281647,1.52475249767303,1.42049992084503,1.39737069606781,1.40147435665131,1.40387582778931,1.44340229034424,1.47767686843872,1.51491034030914,1.44860029220581,1.37538027763367,1.36033666133881
Australia,AUS,Control of Corruption: Estimate,CC.EST,1.88574016094208,1.7664178609848,1.95645093917847,1.75339686870575,1.94498431682587,2.09696459770203,1.97402787208557,1.99475967884064,2.04583191871643,2.07277965545654,2.0783543586731,2.04413247108459,2.08020806312561,2.00781512260437,1.77297699451447,1.86980223655701,1.91106379032135
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.32946121692657,1.00337827205658,1.25653433799744,1.10845673084259,0.847135186195374,0.919686675071716,0.875381052494049,0.91484135389328,0.924512982368469,0.947084724903107,0.826965749263763,0.868466913700104,0.926655054092407,0.995007395744324,1.01689445972443,1.02177762985229,0.901844501495361
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.85763025283813,1.87919163703918,1.950892329216,1.96587717533112,2.01884388923645,1.90986168384552,1.72048163414001,1.82066023349762,1.86726450920105,1.77256739139557,1.67352700233459,1.83731496334076,1.61295807361603,1.56934905052185,1.5783783197403,1.56806790828705,1.47360920906067
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,1.57365202903748,1.33805286884308,1.49374079704285,1.56484758853912,1.5432745218277,1.54099118709564,1.61328411102295,1.64970433712006,1.70003592967987,1.60461902618408,1.46141016483307,1.46076703071594,1.38635396957397,1.52257478237152,1.48864674568176,1.49037981033325,1.43017399311066
Austria,AUT,Rule of Law: Estimate,RL.EST,1.80136823654175,1.83363151550293,1.81340980529785,1.86201846599579,1.86204206943512,1.84621131420135,1.86316442489624,1.91217136383057,1.96213912963867,1.92676568031311,1.78698873519897,1.80579197406769,1.81102848052979,1.85284280776978,1.84013962745667,1.95679116249084,1.85011100769043
Austria,AUT,Voice and Accountability: Estimate,VA.EST,1.48898875713348,1.38480722904205,1.33976447582245,1.3031280040741,1.28576648235321,1.45513558387756,1.35425853729248,1.41208577156067,1.40480697154999,1.3970752954483,1.41848921775818,1.46579849720001,1.43300020694733,1.46845889091492,1.4750736951828,1.4133814573288,1.39762568473816
Austria,AUT,Control of Corruption: Estimate,CC.EST,1.93283975124359,2.06694793701172,1.94968378543854,2.09435272216797,2.10295939445496,2.14810085296631,1.95521342754364,1.99445128440857,2.10689330101013,1.91907179355621,1.76401841640472,1.62654590606689,1.44494640827179,1.35773754119873,1.5166289806366,1.43745064735413,1.49278879165649
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.3271712064743,1.06633818149567,0.791231989860535,1.27939307689667,0.945715606212616,1.07458031177521,1.10105860233307,1.07563757896423,1.27430105209351,1.33574247360229,1.16598844528198,1.12022030353546,1.17494940757751,1.32327568531036,1.34187817573547,1.26448667049408,1.18608224391937
Azerbaijan,AZE,Government Effectiveness: Estimate,GE.EST,-0.94013923406601,-0.973505437374115,-0.984926462173462,-0.947904646396637,-0.802052319049835,-0.750594973564148,-0.679076194763184,-0.679106056690216,-0.780261337757111,-0.768866896629334,-0.629751026630402,-0.793960094451904,-0.756982684135437,-0.774451732635498,-0.46394670009613,-0.338843435049057,-0.233231469988823
Azerbaijan,AZE,Regulatory Quality: Estimate,RQ.EST,-1.09706032276154,-0.947893381118774,-0.909352898597717,-0.719597101211548,-0.596359014511108,-0.587752759456635,-0.5473952293396,-0.507497131824493,-0.453481197357178,-0.346161633729935,-0.29847663640976,-0.367678761482239,-0.366096824407578,-0.45394966006279,-0.410622358322144,-0.292811781167984,-0.254431903362274
Azerbaijan,AZE,Rule of Law: Estimate,RL.EST,-1.15711069107056,-1.08944249153137,-1.11193251609802,-0.853100419044495,-0.81499719619751,-0.844774484634399,-0.741340219974518,-0.817512392997742,-0.804731011390686,-0.760163605213165,-0.826861560344696,-0.853011250495911,-0.865557074546814,-0.80077064037323,-0.676449298858643,-0.606634259223938,-0.602973878383636
